,,,,,
NAME,DESCRIPTION,COUNTRY,CONTINENT,LAT,LON
Munich,"Munich , German München, City (pop., 2007 est.: city, 1,311,573; 2005 est.: metro. area, 1,940,477), capital of Bavaria, Germany. Located along the Isar River, it was founded in 1158 at the site of an ancient monastery. It became the capital of Bavaria under the ruling Wittelsbach family. The city developed as a centre of music and theatre through the 19th century. After World War I it became a centre of right-wing political ferment; it was the site of the 1923 Beer Hall Putsch, Adolf Hitler’s attempted rising against the Bavarian government, and subsequent Nazi Party activities. It was the site for the signing of the 1938 Munich Agreement. In World War II it suffered heavily from Allied bombing. Some medieval structures survived, including the cathedral and town hall. Today Munich is a trade, cultural, educational, and industrial centre known for its many museums and for manufacturing and beer and ale brewing.",Germany,EU,"48,13743","11,57549"
Cologne,"Cologne , German Köln, City, western Germany. Located on the Rhine River, it is one of Europe’s key inland ports. First settled by Romans in the 1st century BC, its commercial importance grew out of its location on the major European trade routes. In the Middle Ages it also became an ecclesiastical centre and an important hub of art and learning. Despite its almost complete destruction in World War II, the city retains some buildings and monuments of all periods. Its cathedral, the largest Gothic church in northern Europe, is its unofficial symbol. Banking has been an important industry since the Middle Ages. Eau de cologne, first produced commercially in the 18th century, is still made there. The city is also a major media centre, with many publishing houses and production facilities for radio and television. It is famous for its pre-Lenten Carnival.",Germany,EU,"50,9381","6,95694"
Dortmund,"Dortmund, city, North Rhine–Westphalia Land (state), western Germany. Located at the southern terminus of the Dortmund-Ems Canal, it has extensive port installations. First mentioned as Throtmanni in 885, Dortmund became a free imperial city in 1220 and later joined the Hanseatic League. Its far-ranging trade connections made it so prosperous in the 14th century that the English crown was pledged to its merchants as security for loans several times. Its prosperity declined after the Thirty Years’ War, and, when it lost its imperial rights in 1803, its population numbered only about 4,000. The development of coal mining and iron-ore mining in the 19th century and the completion of the canal in 1899 stimulated rapid growth, and Dortmund is now a major transportation and industrial centre of the Ruhr.",Germany,EU,"51,51494","7,466"
Birmingham,"Birmingham, second largest city of the United Kingdom and a metropolitan borough in the West Midlands metropolitan county. It lies near the geographic centre of England, at the crossing points of the national railway and motorway systems. Birmingham is the largest city of the West Midlands conurbation—one of England’s principal industrial and commercial areas—for which it acts as an administrative, recreational, and cultural centre. The city lies approximately 110 miles (177 km) northwest of London.",UK,EU,"52,48142","-1,89983"
Buenos Aires,"Buenos Aires is the capital and largest city of Argentina. The city is located on the western shore of the Río de la Plata, on South America's southeastern coast.
Buenos Aires' quality of life was ranked 91st in the world in 2018, being one of the best in Latin America.In 2012, it was the most visited city in South America, and the second-most visited city of Latin America. Buenos Aires is a multicultural city that is home to multiple ethnic and religious groups, contributing to its culture as well as to the dialect spoken in the city and in some other parts of the country. 
The region was formerly crossed by different streams and lagoons, some of which were refilled and others tubed.
As Buenos Aires is strongly influenced by European culture. With its scores of theaters and productions, the city has the busiest live theater industry in Latin America.In fact, every weekend, there are about 300 active theaters with plays, a number that places the city as 1st worldwide, more than either London, New York or Paris, cultural Meccas in themselves. The number of cultural festivals with more than 10 sites and 5 years of existence also places the city as 2nd worldwide. The Centro Cultural Kirchner , located in Buenos Aires, is the largest cultural center of Latin America,and the third worldwide.
Buenos Aires is the home of the Teatro Colón, an internationally rated opera house.There are several symphony orchestras and choral societies. The city has numerous museums related to arts and crafts, history, fine arts, modern arts, decorative arts, popular arts, sacred art, theater and popular music, as well as the preserved homes of noted art collectors, writers, composers and artists. The city is home to hundreds of bookstores, public libraries and cultural associations , as well as the largest concentration of active theaters in Latin America. It has a zoo and botanical garden, a large number of landscaped parks and squares, as well as churches and places of worship of many denominations, many of which are architecturally noteworthy",Argentina,LATAM,"-346,00","-583,82"
Nagoya,"Nagoya is the largest city in the Chūbu region, the fourth-most populous city and third most populous urban area in Japan, with a population of 2.3 million in 2020. Located on the Pacific coast on central Honshu, it is the capital and the most populous city of Aichi Prefecture, and is one of Japan's major ports along with those of Tokyo, Osaka, Kobe, Yokohama, and Chiba. The principal city of the Chūkyō metropolitan area, which is the third-most populous metropolitan area in Japan with a population of 10.11 million in 2020.Nagoya is an industrial and transport center of Japan. The city is home to the Nagoya Stock Exchange as well as the headquarters of Brother Industries, Ibanez, Lexus, and Toyota Tsusho, among others. Nagoya is home of educational institutes such as Nagoya University, the Nagoya Institute of Technology, and Nagoya City University. Famous landmarks in the city include Atsuta Shrine, Higashiyama Zoo and Botanical Gardens, Port of Nagoya Public Aquarium, Nagoya Castle, and Hisaya Ōdori Park, and Nagoya TV Tower, one of the oldest TV towers in Japan.
Nagoya was a major trading city and political seat of the Owari lords, the most important house of the Tokugawa clan. They encouraged trade and the arts under their patronage, especially Tokugawa Muneharu, the 7th lord, who took a keen interest in drama and plays and lived lavishly. Under his rule, actors and actresses began to visit Nagoya. Arts and culture was further supported by the city's wealthy merchants. Culture flourished after the feudal Edo period and the beginning of the Meiji era. During World War II many old buildings and artefacts were destroyed. The region's economic and financial power in the post-war years rekindled the artistic and cultural scene.
The city and the region are known for its unique local Nagoya cuisine Dishes include:
Tebasaki: chicken wings marinated in a sweet sauce with sesame seeds, basically a type of yakitori
Tenmusu: a rice ball wrapped with nori that is filled with deep-fried tempura shrimp
Kishimen: flat udon noodles with a slippery texture, dipped in a light soy sauce soup and a sliced leek or other flavouring added. It can be eaten cold or hot.
Red miso: various dishes that use red miso, such as miso katsu (pork cutlet with sweet miso sauce and miso nikomi udon (hard udon stewed in miso soup)
Hitsumabushi: rice dish with unagi in a lidded wooden container. This dish is enjoyed three ways; as unadon, with spice and as chazuke.",Japan,AS,"35,181446","136,906403"
Liverpool,"Liverpool, City, northwestern England, on the estuary of the River Mersey. It forms the nucleus of the metropolitan county of Merseyside in the historic county of Lancashire. King John granted its charter in 1207. Its growth was slow until the 18th century, when it expanded rapidly as a result of trade with the Americas and the West Indies, becoming Britain’s most important port after London. The Liverpool and Manchester Railway (opened 1830) was the first in England to link two major cities. Heavily damaged in World War II, Liverpool declined in importance as a port and an industrial centre in the postwar era. The birthplace of the Beatles, it is also the seat of the University of Liverpool (1903). Liverpool’s docklands and several areas of the historic centre of the city were collectively designated a UNESCO World Heritage site in 2004",UK,EU,"53,41058","-2,97794"
Manchester,"Manchester, City and metropolitan borough, in the metropolitan county of Greater Manchester, northwestern England. Lying northwest of London and east of Liverpool, it was the site of a Roman fort (78–86 CE) but was abandoned after the 4th century. By 919 the town of Manchester had sprung up nearby. In the 16th century it was important in the wool trade, and with the onset of the Industrial Revolution in the 18th century it became an important manufacturing city known for its textile production. The world’s first modern railroad, the Liverpool and Manchester, opened in 1830. The city was beset by urban and industrial problems in the second half of the 20th century. Thereafter it was redeveloped, ushering in a cultural renaissance. Its many educational institutions include the University of Manchester.",UK,EU,"53,48095","-2,23743"
Milan,"Milan , Italian Milano, City, capital of Lombardy region, northern Italy. The area was settled by the Gauls c. 600 BCE. Known as Mediolanum, it was conquered by the Romans in 222 BCE. Attacked in 452 CE by Attila and in 539 by the Goths, it fell to Charlemagne in 774. Milan’s power grew in the 11th century, but it was destroyed by the Holy Roman Empire in 1162. Rebuilt as part of the Lombard League in 1167, Milan achieved independence in 1183. In 1450 Francesco Sforza founded a new dynasty there; after 1499 it was ruled alternately by the French and the Sforza family until 1535, when the Habsburgs obtained it. Napoleon took power in 1796, and in 1805 it became the capital of his Kingdom of Italy. Milan was incorporated into unified Italy in 1860. It was heavily damaged during World War II but was rebuilt. It is Italy’s most important economic centre, noted for its fashion industry as well as finance, retail and wholesale trade, media and publishing, and other services. Its historic sites include the medieval Duomo, Europe’s third largest cathedral; the Palazzo di Brera (1651); the monastery that houses Leonardo da Vinci’s Last Supper; and La Scala opera house.",Italy,EU,"41,46427","9,18951"
Venice,"Venice, Italian Venezia, city, major seaport, and capital of both the provincia (province) of Venezia and the regione (region) of Veneto, northern Italy. An island city, it was once the centre of a maritime republic. It was the greatest seaport in late medieval Europe and the continent’s commercial and cultural link to Asia. Venice is unique environmentally, architecturally, and historically, and in its days as a republic the city was styled la serenissima (“the most serene” or “sublime”).",Italy,EU,"45,43713","12,33265"
Genoa,"Genoa, Italian Genova, ancient (Latin) Genua, city and Mediterranean seaport in northwestern Italy. It is the capital of Genova provincia and of Liguria regione and is the centre of the Italian Riviera. Its total area is 93 square miles (240 square km). Located about 75 miles (120 km) south of Milan on the Gulf of Genoa, the city occupies a narrow coastal plain and the western slopes of the Apennine Range. The city has a mild Mediterranean climate. Shipbuilding is the major industry; other industries produce petroleum, textiles, iron and steel, locomotives, paper, sugar, cement, chemicals, fertilizers, and electrical, railway",Italy,EU,"44,40478","8,94439"
Florence,"Florence, Italian Firenze, Latin Florentia, city, capital of Firenze provincia (province) and Toscana (Tuscany) regione (region), central Italy. The city, located about 145 miles (230 km) northwest of Rome, is surrounded by gently rolling hills that are covered with villas and farms, vineyards, and orchards. Florence was founded as a Roman military colony about the 1st century BCE, and during its long history it has been a republic, a seat of the duchy of Tuscany, and a capital (1865–70) of Italy. During the 14th–16th century Florence achieved preeminence in commerce and finance, learning, and especially the arts. ",Italy,EU,"43,77925","11,24626"
Chicago,"Chicago is the most populous city in the U.S. state of Illinois, and the third most populous city in the United States, following New York City and Los Angeles. Chicago is an international hub for finance, culture, commerce, industry, education, technology, telecommunications, and transportation. It is the site of the creation of the first standardized futures contracts, issued by the Chicago Board of Trade, which today is part of the largest and most diverse derivatives market in the world, generating 20% of all volume in commodities and financial futures alone.
The city's waterfront location and nightlife has attracted residents and tourists alike. Over a third of the city population is concentrated in the lakefront neighborhoods from Rogers Park in the north to South Shore in the south.The city has many upscale dining establishments as well as many ethnic restaurant districts. These districts include the Mexican American neighborhoods, such as Pilsen along 18th street, and La Villita along 26th Street; the Puerto Rican enclave of Paseo Boricua in the Humboldt Park neighborhood; Greektown, along South Halsted Street, immediately west of downtown;Little Italy, along Taylor Street; Chinatown in Armour Square; Polish Patches in West Town; Little Seoul in Albany Park around Lawrence Avenue; Little Vietnam near Broadway in Uptown; and the Desi area, along Devon Avenue in West Ridge.",EEUU,USA,"41,878113","-87,629799"
Luanda,"Luanda is the capital and largest city in Angola. It is Angola's primary port, and its major industrial, cultural and urban centre. Located on Angola's northern Atlantic coast, Luanda is Angola's administrative centre, its chief seaport, and also the capital of the Luanda Province. Luanda and its metropolitan area is the most populous Portuguese-speaking capital city in the world and the most populous Lusophone city outside Brazil, with over 8.3 million inhabitants in 2020.
The industries present in the city include the processing of agricultural products, beverage production, textile, cement, new car assembly plants, construction materials, plastics, metallurgy, cigarettes and shoes. As the economic and political center of Angola, Luanda is similarly the epicenter of Angolan culture. The city is home to numerous cultural institutions, including the Sindika Dokolo Foundation.
The city hosts the annual Luanda International Jazz Festival, since 2009.",Angola,CAF,"-8,83682",13.23432
Fuyang,"Is a prefecture-level city in northwestern Anhui province, China. It borders Bozhou to the northeast, Huainan to the southeast, Lu'an to the south, and the province of Henan on all other sides.
Its population was 7,599,913 inhabitants at the 2010 census whom 1,768,947 lived in the built-up (or metro) area made of 3 urban districts Yingzhou, Yingdong and Yingquan.
The most notable local dish in Fuyang is Ge La Tiao, a spicy noodle dish made with thick noodles mixed with sesame sauce, coriander, garlic, chili oil, and other ingredients. Many people native to Fuyang enjoy this dish, but some people who come to Fuyang from other areas may dislike it and find it difficult to digest.",China,AS,"32,9","115,81667"
Wuhan,"Wuhan is the capital of Hubei Province in the People's Republic of China. It is the largest city in Hubei and the most populous city in Central China,with a population of over eleven million, the ninth-most populous Chinese city and one of the nine National Central Cities of China.The plum blossom is the city's emblem, chosen partly because of the long history of local plum cultivation and use, and partly to recognize the plum's current economic significance in terms of cultivation and research. Local wild plums were used medicinally during the Qin and Han dynasties. Cultivation of the fruit began during the Song dynasty. Some traditional new year customs revolve around the planting of plums. has developed a number of distinctive dishes, such as steamed blunt-snout bream in clear soup, preserved ham with flowering Chinese cabbage, and others. On the third day of the third month of the lunar calendar, many in Wuhan eat , an egg dish which is supposed to prevent illness in the coming year.",China,AS,"30,592850","114,305542"
Heze,"Heze, formerly known as Caozhou, is a prefecture-level city in southwestern Shandong province.
Caozhou Mudan Garden: It is the largest Mudan Garden in Heze with the most varieties.
One Hundred Lion Square: It is famous for its column carved 100 different posture stone lions. It is the symbol of best wishes and longevities. The archway is 14 meters high and 9 meters wide. The 100 lions with different shapes represent superb architectural skills and immortal artistic value, which fully embodies the wisdom and strength of the ancient people.
Shui Hu Hero City: It is famous for the teaching and communication of martial arts and ancient buildings. It is also the Chinese ancient residence museum, CCTV recommended tour routes, and the source of Water Margins.
Shanxian Lamb Soup: The soup is founded in 1807. The taste is fresh but not mutton, and fragrant but not greasy. After more than 200 years of development and innovation of soup, it can be carried forward and accepted in many years. It is not only refreshing, but also functional in medicinal meal.
Peony Cake: During the Flower Festival is the season when peonies are in full bloom, Wu Zetian led a maid to enjoy the flowers in the garden and ordered the maid to pluck a large number of flowers of various colors. After return to the palace, according to her design, she mashed them with rice, and steamed them to make a cake, which is called ""Hundred Flower Cake"". And she used this dessert as a gift to the officials.
Pijia Roast Chicken: The sauce is in color red, and you can smell the rich roast chicken scent just a few feet away from the pot. Its outstanding characteristics are fresh, fragrant, and tender with consistent taste inside and out.
Caozhou Sesame Cake: Its shape is round as moon, tender inside with a crispy crust. It has ingredients of wheat essence powder, sesame oil, salt, pepper, fennel powder and other ingredients made of oil flesh.",China,AS,"35,244760","115,440990"
Ganzhou,"Is a prefecture-level city in the south of Jiangxi province, China, bordering Fujian to the east, Guangdong to the south, and Hunan to the west. Its administrative seat is at Zhanggong District. Its population was 8,361,447 at the 2010 census whom 1,977,253 in the built-up  area made of Zhanggong and Nankang, and Ganxian largely being urbanized.
The world's largest mechanical clock is located in Ganzhou called the Harmony Clock Tower, which was manufactured by UK-based clockmakers Smith of Derby Group. Though encircled by mountain scenery, other notable attractions in Jiangxi are Jingdezhen, Nanchang and Lushan among others.",China,AS,"25,86175","114,935242"
Miami,"Miami, officially the City of Miami, is a coastal metropolis located in Miami-Dade County in southeastern Florida, United States. With a population of 467,963 as of the 2020 census,it is the 44th-largest city in the United States and the core of the nation's eighth-largest metropolitan area.Miami is a major center and leader in finance, commerce, culture, arts, and international trade.The metro area is by far the largest urban economy in Florida and the 12th largest in the United States, with a GDP of $344.9 billion as of 2017.Miami enjoys a vibrant culture that is influenced by a diverse population from all around the world. Miami is known as the ""Magic City"" for seemingly popping up overnight due to its young age and massive growth. It is also nicknamed the ""Capital of Latin America"" because of its high population of Spanish-speakers.
Miami has been the setting of numerous films and television shows, including Miami Vice, Burn Notice, Jane the Virgin, Scarface, The Birdcage, Ace Ventura: Pet Detective, The Golden Girls, and Dexter. The fictional Vice City, featured in several video games across the Grand Theft Auto series, most notably Grand Theft Auto: Vice City, is based on Miami.",EEUU,USA,"25,7839","-80,2102"
Giza,"Is the second-largest city in Egypt after Cairo and fourth-largest city in Africa after Kinshasa, Lagos and Cairo. It is the capital of Giza Governorate with a total population of 8.8 million as of October 2018. It is located on the west bank of the Nile. Giza is most famous as the location of the Giza Plateau, the site of some of the most impressive ancient monuments in the world, including a complex of ancient Egyptian royal mortuary and sacred structures, including the Great Sphinx, the Great Pyramid of Giza, and a number of other large pyramids and temples. Giza has always been a focal point in Egypt's history due to its location close to Memphis, the ancient pharaonic capital of the Old Kingdom. Its St. George Cathedral is the episcopal see of the Coptic Catholic Eparchy of Giza.",Egypt,CAF,"29,9870","31,2118"
Ankara,"Is the capital of Turkey. Located in the central part of Anatolia, the city has a population of 4.5 million in its urban center and over 5.6 million in Ankara Province,making it Turkey's second-largest city after Istanbul.The city is very old with various Hattian, Hittite, Lydian, Phrygian, Galatian, Greek, Persian, Roman, Byzantine, and Ottoman archeological sites. Although situated in one of the driest regions of Turkey and surrounded mostly by steppe vegetation, Ankara can be considered a green city ",Turkey,,"39,9300","32,8500"
Houston,"Is the most populous city in Texas, fourth-most populous city in the United States, most populous city in the Southern United States, as well as the sixth-most populous in North America, with a population of 2,304,580 in 2020.Since the late 19th century Houston's economy has had a broad industrial base, in energy, manufacturing, aeronautics, and transportation. Leading in healthcare sectors and building oilfield equipment, Houston has the second-most Fortune 500 headquarters of any U.S. municipality within its city limits.
Located in the American South, Houston is a diverse city with a large and growing international community.The Greater Houston metropolitan area is home to an estimated 1.1 million (21.4 percent) residents who were born outside the United States, with nearly two-thirds of the area's foreign-born population from south of the United States–Mexico border since 2009. Additionally, more than one in five foreign-born residents are from Asia. The city is home to the nation's third-largest concentration of consular offices, representing 92 countries.
Many annual events celebrate the diverse cultures of Houston. The largest and longest-running is the annual Houston Livestock Show and Rodeo, held over 20 days from early to late March, and is the largest annual livestock show and rodeo in the world. Another large celebration is the annual night-time Houston Gay Pride Parade, held at the end of June. Other notable annual events include the Houston Greek Festival, Art Car Parade, the Houston Auto Show, the Houston International Festival, and the Bayou City Art Festival, which is considered to be one of the top five art festivals in the United States.",EEUU,USA,"29,7863","-95,3889"
Atlanta," It serves as the cultural and economic center of the Atlanta metropolitan area, home to more than six million people and the ninth-largest metropolitan area in the nation.
Atlanta is noted for its lack of Southern culture. This is due to a large population of migrants from other parts of the U.S., in addition to many recent immigrants to the U.S. who have made the metropolitan area their home, establishing Atlanta as the cultural and economic hub of an increasingly multi-cultural metropolitan area.Thus, although traditional Southern culture is part of Atlanta's cultural fabric, it is mostly a footnote to one of the nation's most cosmopolitan cities. This unique cultural combination reveals itself in the arts district of Midtown, the quirky neighborhoods on the city's eastside, and the multi-ethnic enclaves found along Buford Highway.",EEUU,USA,"33,7627","-84,4224"
Toronto," Is the capital city of the Canadian province of Ontario. With a recorded population of 2,731,571 in 2016,it is the most populous city in Canada and the fourth most populous city in North America. The diverse population of Toronto reflects its current and historical role as an important destination for immigrants to Canada. More than 50 percent of residents belong to a visible minority population group,and over 200 distinct ethnic origins are represented among its inhabitants.
Toronto is a prominent centre for music,theatre,motion picture production,and television production, and is home to the headquarters of Canada's major national broadcast networks and media outlets.Its varied cultural institutions,which include numerous museums and galleries, festivals and public events, entertainment districts, national historic sites, and sports activities, attract over 43 million tourists each year. Toronto is known for its many skyscrapers and high-rise buildings,in particular the tallest free-standing structure in the Western Hemisphere, the CN Tower.",EEUU,USA,"43,7417","-79,3733"
